time,position 0,position 1,position 2
1826.0,"(1083.4434339113811, 763.1358546185364)","(332.8243374618946, 574.9846008265305)","(672.754654494304, 119.93808720366007)"
1827.0,"(1083.5612167418242, 763.1351753454437)","(332.6056530387127, 575.105750003406)","(673.0043959553695, 119.94945393691356)"
1828.0,"(1083.6784106581151, 763.1344994687165)","(332.38696861553086, 575.2268991802815)","(673.2541374164351, 119.96082067016705)"
1829.0,"(1083.7950186048245, 763.133826971373)","(332.168284192349, 575.348048357157)","(673.5038788775007, 119.97218740342055)"
1830.0,"(1083.9110435118002, 763.1331578365161)","(331.94959976916715, 575.4691975340326)","(673.7536203385663, 119.98355413667403)"
1831.0,"(1084.0264882942413, 763.1324920473336)","(331.7309153459853, 575.5903467109081)","(674.0033617996319, 119.99492086992753)"
1832.0,"(1084.1413558527702, 763.131829587097)","(331.51223092280344, 575.7114958877836)","(674.2531032606975, 120.00628760318102)"
1833.0,"(1084.2556490735062, 763.1311704391615)","(331.2935464996216, 575.8326450646591)","(674.502844721763, 120.0176543364345)"
1834.0,"(1084.3693708281387, 763.1305145869657)","(331.07486207643973, 575.9537942415346)","(674.7525861828286, 120.029021069688)"
1835.0,"(1084.482523973998, 763.1298620140308)","(330.8561776532579, 576.0749434184102)","(675.0023276438942, 120.0403878029415)"
1836.0,"(1084.595111354128, 763.1292127039607)","(330.637493230076, 576.1960925952857)","(675.2520691049598, 120.05175453619499)"
1837.0,"(1084.7071357973573, 763.1285666404409)","(330.41880880689416, 576.3172417721612)","(675.5018105660254, 120.06312126944847)"
1838.0,"(1084.8186001183706, 763.1279238072387)","(330.2001243837123, 576.4383909490367)","(675.751552027091, 120.07448800270197)"
1839.0,"(1084.9295071177787, 763.1272841882026)","(329.98143996053045, 576.5595401259122)","(676.0012934881565, 120.08585473595546)"
1840.0,"(1085.0398595821898, 763.1266477672616)","(329.7627555373486, 576.6806893027878)","(676.2510349492221, 120.09722146920895)"
1841.0,"(1085.149660284279, 763.1260145284253)","(329.54407111416674, 576.8018384796633)","(676.5007764102877, 120.10858820246244)"
1842.0,"(1085.2589119828576, 763.1253844557832)","(329.3253866909849, 576.9229876565388)","(676.7505178713533, 120.11995493571594)"
1843.0,"(1085.3676174229433, 763.1247575335043)","(329.10670226780303, 577.0441368334143)","(677.0002593324189, 120.13132166896942)"
1844.0,"(1085.4757793358285, 763.1241337458367)","(328.8880178446212, 577.1652860102898)","(677.2500007934844, 120.14268840222292)"
1845.0,"(1085.5834004391493, 763.1235130771075)","(328.6693334214393, 577.2864351871654)","(677.49974225455, 120.15405513547641)"
1846.0,"(1085.6904834369536, 763.122895511722)","(328.45064899825746, 577.4075843640409)","(677.7494837156156, 120.1654218687299)"
1847.0,"(1085.7970310197688, 763.1222810341634)","(328.2319645750756, 577.5287335409164)","(677.9992251766812, 120.17678860198339)"
1848.0,"(1085.90304586467, 763.1216696289925)","(328.01328015189375, 577.6498827177919)","(678.2489666377468, 120.18815533523689)"
1849.0,"(1086.0085306353467, 763.1210612808476)","(327.7945957287119, 577.7710318946674)","(678.4987080988124, 120.19952206849037)"
1850.0,"(1086.11348798217, 763.1204559744433)","(327.57591130553004, 577.892181071543)","(678.7484495598779, 120.21088880174386)"
1851.0,"(1086.2179205422592, 763.1198536945711)","(327.3572268823482, 578.0133302484185)","(678.9981910209435, 120.22225553499736)"
1852.0,"(1086.321830939548, 763.1192544260982)","(327.13854245916633, 578.134479425294)","(679.2479324820091, 120.23362226825084)"
1853.0,"(1086.4252217848502, 763.1186581539678)","(326.9198580359845, 578.2556286021695)","(679.4976739430747, 120.24498900150434)"
1854.0,"(1086.528095675926, 763.1180648631979)","(326.7011736128026, 578.376777779045)","(679.7474154041403, 120.25635573475783)"
1855.0,"(1086.6304551975463, 763.1174745388819)","(326.48248918962076, 578.4979269559205)","(679.9971568652059, 120.26772246801131)"
1856.0,"(1086.7323029215586, 763.1168871661874)","(326.2638047664389, 578.6190761327961)","(680.2468983262714, 120.27908920126481)"
1857.0,"(1086.8336414069508, 763.1163027303566)","(326.04512034325705, 578.7402253096716)","(680.496639787337, 120.2904559345183)"
1858.0,"(1086.934473199916, 763.1157212167047)","(325.8264359200752, 578.8613744865471)","(680.7463812484026, 120.30182266777179)"
1859.0,"(1087.0348008339165, 763.1151426106212)","(325.60775149689334, 578.9825236634226)","(680.9961227094682, 120.31318940102528)"
1860.0,"(1087.1346268297468, 763.1145668975681)","(325.3890670737115, 579.1036728402981)","(681.2458641705338, 120.32455613427878)"
1861.0,"(1087.233953695598, 763.1139940630803)","(325.17038265052963, 579.2248220171737)","(681.4956056315993, 120.33592286753228)"
1862.0,"(1087.33278392712, 763.113424092765)","(324.9516982273478, 579.3459711940492)","(681.7453470926649, 120.34728960078576)"
1863.0,"(1087.4311200074844, 763.1128569723011)","(324.7330138041659, 579.4671203709247)","(681.9950885537305, 120.35865633403925)"
1864.0,"(1087.528964407447, 763.1122926874395)","(324.51432938098407, 579.5882695478002)","(682.2448300147961, 120.37002306729275)"
1865.0,"(1087.6263195854096, 763.1117312240024)","(324.2956449578022, 579.7094187246757)","(682.4945714758617, 120.38138980054623)"
1866.0,"(1087.7231879874826, 763.1111725678824)","(324.07696053462035, 579.8305679015513)","(682.7443129369273, 120.39275653379973)"
1867.0,"(1087.819572047545, 763.110616705043)","(323.8582761114385, 579.9517170784268)","(682.9940543979928, 120.40412326705322)"
1868.0,"(1087.9154741873074, 763.1100636215177)","(323.63959168825664, 580.0728662553023)","(683.2437958590584, 120.4154900003067)"
1869.0,"(1088.0108968163709, 763.1095133034102)","(323.4209072650748, 580.1940154321778)","(683.493537320124, 120.4268567335602)"
1870.0,"(1088.105842332289, 763.1089657368931)","(323.20222284189293, 580.3151646090533)","(683.7432787811896, 120.4382234668137)"
1871.0,"(1088.2003131206277, 763.1084209082086)","(322.9835384187111, 580.4363137859289)","(683.9930202422552, 120.44959020006718)"
1872.0,"(1088.2943115550245, 763.1078788036675)","(322.7648539955292, 580.5574629628044)","(684.2427617033208, 120.46095693332067)"
1873.0,"(1088.3878399972493, 763.1073394096492)","(322.54616957234737, 580.6786121396799)","(684.4925031643863, 120.47232366657417)"
1874.0,"(1088.480900797263, 763.1068027126009)","(322.3274851491655, 580.7997613165554)","(684.7422446254519, 120.48369039982765)"
1875.0,"(1088.5734962932768, 763.106268699038)","(322.10880072598366, 580.9209104934309)","(684.9919860865175, 120.49505713308115)"
1876.0,"(1088.6656288118104, 763.1057373555428)","(321.8901163028018, 581.0420596703065)","(685.2417275475831, 120.50642386633464)"
1877.0,"(1088.7573006677515, 763.1052086687652)","(321.67143187961994, 581.163208847182)","(685.4914690086487, 120.51779059958812)"
1878.0,"(1088.8485141644128, 763.1046826254213)","(321.4527474564381, 581.2843580240575)","(685.7412104697142, 120.52915733284162)"
1879.0,"(1088.9392715935908, 763.1041592122942)","(321.23406303325623, 581.405507200933)","(685.9909519307798, 120.54052406609512)"
1880.0,"(1089.0295752356228, 763.1036384162328)","(321.0153786100744, 581.5266563778085)","(686.2406933918454, 120.5518907993486)"
1881.0,"(1089.1194273594447, 763.1031202241517)","(320.7966941868925, 581.647805554684)","(686.490434852911, 120.5632575326021)"
1882.0,"(1089.2088302226475, 763.1026046230309)","(320.57800976371067, 581.7689547315596)","(686.7401763139766, 120.57462426585559)"
1883.0,"(1089.2977860715343, 763.1020915999158)","(320.3593253405288, 581.8901039084351)","(686.9899177750422, 120.58599099910907)"
1884.0,"(1089.3862971411768, 763.1015811419162)","(320.14064091734696, 582.0112530853106)","(687.2396592361077, 120.59735773236257)"
1885.0,"(1089.4743656554708, 763.1010732362066)","(319.9219564941651, 582.1324022621861)","(687.4894006971733, 120.60872446561606)"
1886.0,"(1089.5619938271934, 763.1005678700255)","(319.70327207098325, 582.2535514390617)","(687.7391421582389, 120.62009119886955)"
1887.0,"(1089.6491838580575, 763.1000650306754)","(319.4845876478014, 582.3747006159372)","(687.9888836193045, 120.63145793212304)"
1888.0,"(1089.7359379387672, 763.0995647055221)","(319.26590322461954, 582.4958497928127)","(688.2386250803701, 120.64282466537654)"
1889.0,"(1089.8222582490732, 763.0990668819944)","(319.0472188014377, 582.6169989696882)","(688.4883665414357, 120.65419139863002)"
1890.0,"(1089.908146957828, 763.0985715475845)","(318.8285343782558, 582.7381481465637)","(688.7381080025012, 120.66555813188351)"
1891.0,"(1089.9936062230388, 763.0980786898466)","(318.60984995507397, 582.8592973234393)","(688.9878494635668, 120.67692486513701)"
1892.0,"(1090.0786381919236, 763.0975882963974)","(318.3911655318921, 582.9804465003148)","(689.2375909246324, 120.68829159839049)"
1893.0,"(1090.163245000964, 763.0971003549154)","(318.17248110871026, 583.1015956771903)","(689.487332385698, 120.69965833164399)"
1894.0,"(1090.2474287759592, 763.0966148531407)","(317.9537966855284, 583.2227448540658)","(689.7370738467636, 120.71102506489748)"
1895.0,"(1090.3311916320795, 763.096131778875)","(317.73511226234655, 583.3438940309413)","(689.9868153078291, 120.72239179815098)"
1896.0,"(1090.414535673919, 763.0956511199806)","(317.5164278391647, 583.4650432078168)","(690.2365567688947, 120.73375853140446)"
1897.0,"(1090.4974629955495, 763.0951728643807)","(317.29774341598284, 583.5861923846924)","(690.4862982299603, 120.74512526465796)"
1898.0,"(1090.5799756805718, 763.0946970000589)","(317.079058992801, 583.7073415615679)","(690.7360396910259, 120.75649199791145)"
1899.0,"(1090.662075802169, 763.0942235150586)","(316.8603745696191, 583.8284907384434)","(690.9857811520915, 120.76785873116494)"
1900.0,"(1090.7437654231583, 763.0937523974833)","(316.64169014643727, 583.9496399153189)","(691.2355226131571, 120.77922546441843)"
1901.0,"(1090.8250465960425, 763.0932836354958)","(316.4230057232554, 584.0707890921944)","(691.4852640742226, 120.79059219767193)"
1902.0,"(1090.9059213630624, 763.0928172173184)","(316.20432130007356, 584.19193826907)","(691.7350055352882, 120.80195893092541)"
1903.0,"(1090.986391756247, 763.0923531312318)","(315.9856368768917, 584.3130874459455)","(691.9847469963538, 120.8133256641789)"
1904.0,"(1091.0664597974658, 763.0918913655756)","(315.76695245370985, 584.434236622821)","(692.2344884574194, 120.8246923974324)"
1905.0,"(1091.1461274984783, 763.0914319087477)","(315.548268030528, 584.5553857996965)","(692.484229918485, 120.83605913068588)"
1906.0,"(1091.225396860986, 763.090974749204)","(315.32958360734614, 584.676534976572)","(692.7339713795506, 120.84742586393938)"
1907.0,"(1091.304269876681, 763.090519875458)","(315.1108991841643, 584.7976841534476)","(692.9837128406161, 120.85879259719287)"
1908.0,"(1091.3827485272975, 763.0900672760807)","(314.8922147609824, 584.9188333303231)","(693.2334543016817, 120.87015933044636)"
1909.0,"(1091.460834784661, 763.0896169397004)","(314.67353033780057, 585.0399825071986)","(693.4831957627473, 120.88152606369985)"
1910.0,"(1091.5385306107378, 763.0891688550018)","(314.4548459146187, 585.1611316840741)","(693.7329372238129, 120.89289279695335)"
1911.0,"(1091.615837957684, 763.0887230107269)","(314.23616149143686, 585.2822808609496)","(693.9826786848785, 120.90425953020683)"
1912.0,"(1091.6927587678956, 763.0882793956732)","(314.017477068255, 585.4034300378252)","(694.232420145944, 120.91562626346033)"
1913.0,"(1091.769294974056, 763.0878379986949)","(313.79879264507315, 585.5245792147007)","(694.4821616070096, 120.92699299671382)"
1914.0,"(1091.8454484991857, 763.0873988087014)","(313.5801082218913, 585.6457283915762)","(694.7319030680752, 120.9383597299673)"
1915.0,"(1091.92122125669, 763.0869618146579)","(313.36142379870944, 585.7668775684517)","(694.9816445291408, 120.9497264632208)"
1916.0,"(1091.9966151504066, 763.0865270055846)","(313.1427393755276, 585.8880267453272)","(695.2313859902064, 120.9610931964743)"
1917.0,"(1092.0716320746546, 763.0860943705567)","(312.9240549523457, 586.0091759222028)","(695.481127451272, 120.97245992972778)"
1918.0,"(1092.1462739142814, 763.0856638987038)","(312.7053705291639, 586.1303250990783)","(695.7308689123375, 120.98382666298127)"
1919.0,"(1092.22054254471, 763.0852355792103)","(312.486686105982, 586.2514742759538)","(695.9806103734031, 120.99519339623477)"
1920.0,"(1092.2944398319864, 763.0848094013143)","(312.26800168280016, 586.3726234528293)","(696.2303518344687, 121.00656012948826)"
1921.0,"(1092.3679676328265, 763.0843853543076)","(312.0493172596183, 586.4937726297048)","(696.4800932955343, 121.01792686274175)"
1922.0,"(1092.4411277946624, 763.0839634275361)","(311.83063283643645, 586.6149218065804)","(696.7298347565999, 121.02929359599524)"
1923.0,"(1092.513922155689, 763.0835436103985)","(311.6119484132546, 586.7360709834559)","(696.9795762176655, 121.04066032924874)"
1924.0,"(1092.5863525449106, 763.0831258923465)","(311.39326399007274, 586.8572201603314)","(697.229317678731, 121.05202706250222)"
1925.0,"(1092.658420782186, 763.0827102628848)","(311.1745795668909, 586.9783693372069)","(697.4790591397966, 121.06339379575572)"
1926.0,"(1092.7301286782752, 763.0822967115704)","(310.95589514370903, 587.0995185140824)","(697.7288006008622, 121.07476052900921)"
1927.0,"(1092.8014780348838, 763.0818852280125)","(310.7372107205272, 587.220667690958)","(697.9785420619278, 121.08612726226269)"
1928.0,"(1092.8724706447094, 763.0814758018724)","(310.5185262973453, 587.3418168678335)","(698.2282835229934, 121.09749399551619)"
1929.0,"(1092.943108291486, 763.081068422863)","(310.29984187416346, 587.462966044709)","(698.478024984059, 121.10886072876968)"
1930.0,"(1093.0133927500285, 763.0806630807488)","(310.0811574509816, 587.5841152215845)","(698.7277664451245, 121.12022746202317)"
1931.0,"(1093.0833257862785, 763.080259765345)","(309.86247302779975, 587.70526439846)","(698.9775079061901, 121.13159419527666)"
1932.0,"(1093.152909157347, 763.0798584665182)","(309.6437886046179, 587.8264135753356)","(699.2272493672557, 121.14296092853016)"
1933.0,"(1093.2221446115602, 763.0794591741856)","(309.42510418143604, 587.9475627522111)","(699.4769908283213, 121.15432766178364)"
1934.0,"(1093.2910338885024, 763.0790618783146)","(309.2064197582542, 588.0687119290866)","(699.7267322893869, 121.16569439503714)"
1935.0,"(1093.35957871906, 763.078666568923)","(308.98773533507233, 588.1898611059621)","(699.9764737504524, 121.17706112829063)"
1936.0,"(1093.4277808254647, 763.0782732360784)","(308.7690509118905, 588.3110102828376)","(700.226215211518, 121.18842786154411)"
1937.0,"(1093.4956419213374, 763.0778818698981)","(308.5503664887086, 588.4321594597131)","(700.4759566725836, 121.19979459479761)"
1938.0,"(1093.5631637117308, 763.0774924605486)","(308.33168206552676, 588.5533086365887)","(700.7256981336492, 121.2111613280511)"
1939.0,"(1093.630347893172, 763.0771049982458)","(308.1129976423449, 588.6744578134642)","(700.9754395947148, 121.22252806130459)"
1940.0,"(1093.6971961537063, 763.0767194732546)","(307.89431321916305, 588.7956069903397)","(701.2251810557804, 121.23389479455808)"
1941.0,"(1093.7637101729376, 763.0763358758883)","(307.6756287959812, 588.9167561672152)","(701.4749225168459, 121.24526152781158)"
1942.0,"(1093.8298916220729, 763.0759541965089)","(307.45694437279934, 589.0379053440907)","(701.7246639779115, 121.25662826106506)"
1943.0,"(1093.8957421639625, 763.0755744255263)","(307.2382599496175, 589.1590545209663)","(701.9744054389771, 121.26799499431856)"
1944.0,"(1093.9612634531427, 763.0751965533987)","(307.01957552643563, 589.2802036978418)","(702.2241469000427, 121.27936172757205)"
1945.0,"(1094.026457135877, 763.0748205706317)","(306.8008911032538, 589.4013528747173)","(702.4738883611083, 121.29072846082553)"
1946.0,"(1094.0913248501977, 763.0744464677786)","(306.5822066800719, 589.5225020515928)","(702.7236298221738, 121.30209519407903)"
1947.0,"(1094.1558682259467, 763.0740742354396)","(306.36352225689006, 589.6436512284683)","(702.9733712832394, 121.31346192733253)"
1948.0,"(1094.220088884817, 763.0737038642625)","(306.1448378337082, 589.7648004053439)","(703.223112744305, 121.32482866058601)"
1949.0,"(1094.283988440393, 763.0733353449411)","(305.92615341052635, 589.8859495822194)","(703.4728542053706, 121.3361953938395)"
1950.0,"(1094.3475684981909, 763.0729686682164)","(305.7074689873445, 590.0070987590949)","(703.7225956664362, 121.347562127093)"
1951.0,"(1094.4108306557, 763.0726038248753)","(305.48878456416264, 590.1282479359704)","(703.9723371275018, 121.35892886034648)"
1952.0,"(1094.4737765024215, 763.0722408057509)","(305.2701001409808, 590.2493971128459)","(704.2220785885673, 121.37029559359998)"
1953.0,"(1094.5364076199094, 763.0718796017221)","(305.05141571779893, 590.3705462897215)","(704.4718200496329, 121.38166232685347)"
1954.0,"(1094.5987255818097, 763.0715202037135)","(304.8327312946171, 590.491695466597)","(704.7215615106985, 121.39302906010697)"
1955.0,"(1094.6607319539007, 763.0711626026949)","(304.6140468714352, 590.6128446434725)","(704.9713029717641, 121.40439579336045)"
1956.0,"(1094.7224282941313, 763.0708067896815)","(304.39536244825337, 590.733993820348)","(705.2210444328297, 121.41576252661395)"
1957.0,"(1094.7838161526606, 763.0704527557331)","(304.1766780250715, 590.8551429972235)","(705.4707858938953, 121.42712925986744)"
1958.0,"(1094.8448970718973, 763.0701004919545)","(303.95799360188965, 590.9762921740991)","(705.7205273549608, 121.43849599312092)"
1959.0,"(1094.9056725865378, 763.0697499894947)","(303.7393091787078, 591.0974413509746)","(705.9702688160264, 121.44986272637442)"
1960.0,"(1094.9661442236052, 763.0694012395472)","(303.52062475552594, 591.2185905278501)","(706.220010277092, 121.46122945962792)"
1961.0,"(1095.0263135024873, 763.0690542333494)","(303.3019403323441, 591.3397397047256)","(706.4697517381576, 121.4725961928814)"
1962.0,"(1095.0861819349748, 763.0687089621827)","(303.08325590916223, 591.4608888816011)","(706.7194931992232, 121.4839629261349)"
1963.0,"(1095.1457510253, 763.0683654173718)","(302.8645714859804, 591.5820380584767)","(706.9692346602887, 121.49532965938839)"
1964.0,"(1095.2050222701735, 763.0680235902848)","(302.6458870627985, 591.7031872353522)","(707.2189761213543, 121.50669639264187)"
1965.0,"(1095.2639971588226, 763.0676834723334)","(302.42720263961667, 591.8243364122277)","(707.4687175824199, 121.51806312589537)"
1966.0,"(1095.3226771730285, 763.0673450549717)","(302.2085182164348, 591.9454855891032)","(707.7184590434855, 121.52942985914886)"
1967.0,"(1095.3810637871634, 763.0670083296968)","(301.98983379325296, 592.0666347659787)","(707.9682005045511, 121.54079659240234)"
1968.0,"(1095.4391584682276, 763.0666732880484)","(301.7711493700711, 592.1877839428543)","(708.2179419656167, 121.55216332565584)"
1969.0,"(1095.4969626758864, 763.0663399216081)","(301.55246494688924, 592.3089331197298)","(708.4676834266822, 121.56353005890934)"
1970.0,"(1095.554477862507, 763.066008222)","(301.3337805237074, 592.4300822966053)","(708.7174248877478, 121.57489679216282)"
1971.0,"(1095.6117054731944, 763.06567818089)","(301.11509610052553, 592.5512314734808)","(708.9671663488134, 121.58626352541631)"
1972.0,"(1095.6686469458284, 763.0653497899856)","(300.8964116773437, 592.6723806503563)","(709.216907809879, 121.59763025866981)"
1973.0,"(1095.7253037110993, 763.0650230410357)","(300.6777272541618, 592.7935298272319)","(709.4666492709446, 121.60899699192329)"
1974.0,"(1095.7816771925438, 763.0646979258305)","(300.45904283097997, 592.9146790041074)","(709.7163907320102, 121.62036372517679)"
1975.0,"(1095.8377688065812, 763.0643744362013)","(300.2403584077981, 593.0358281809829)","(709.9661321930757, 121.63173045843028)"
1976.0,"(1095.8935799625483, 763.0640525640204)","(300.02167398461626, 593.1569773578584)","(710.2158736541413, 121.64309719168376)"
1977.0,"(1095.9491120627356, 763.0637323012003)","(299.8029895614344, 593.2781265347339)","(710.4656151152069, 121.65446392493726)"
1978.0,"(1096.0043665024218, 763.0634136396943)","(299.58430513825255, 593.3992757116094)","(710.7153565762725, 121.66583065819076)"
1979.0,"(1096.0593446699097, 763.0630965714959)","(299.3656207150707, 593.520424888485)","(710.9650980373381, 121.67719739144425)"
1980.0,"(1096.11404794656, 763.0627810886384)","(299.14693629188884, 593.6415740653605)","(711.2148394984036, 121.68856412469773)"
1981.0,"(1096.1684777068272, 763.0624671831953)","(298.928251868707, 593.762723242236)","(711.4645809594692, 121.69993085795123)"
1982.0,"(1096.222635318293, 763.0621548472793)","(298.7095674455251, 593.8838724191115)","(711.7143224205348, 121.71129759120473)"
1983.0,"(1096.2765221417014, 763.061844073043)","(298.49088302234327, 594.005021595987)","(711.9640638816004, 121.72266432445821)"
1984.0,"(1096.330139530993, 763.0615348526777)","(298.2721985991614, 594.1261707728626)","(712.213805342666, 121.7340310577117)"
1985.0,"(1096.3834888333379, 763.0612271784144)","(298.05351417597956, 594.2473199497381)","(712.4627363159526, 121.74536090242314)"
1986.0,"(1096.4365713891711, 763.0609210425223)","(297.8348297527977, 594.3684691266136)","(712.7104226343729, 121.75663409791103)"
1987.0,"(1096.4893885322253, 763.0606164373097)","(297.61614532961585, 594.4896183034891)","(712.956870521201, 121.76785092742148)"
1988.0,"(1096.5419415895642, 763.0603133551232)","(297.397460906434, 594.6107674803646)","(713.2020861685951, 121.77901167278436)"
1989.0,"(1096.5942318816165, 763.0600117883475)","(297.17877648325214, 594.7319166572402)","(713.4460757377522, 121.79011661442044)"
1990.0,"(1096.6462607222084, 763.0597117294058)","(296.9600920600703, 594.8530658341157)","(713.6888453590634, 121.80116603134834)"
1991.0,"(1096.6980294185973, 763.0594131707587)","(296.7414076368884, 594.9742150109912)","(713.9304011322681, 121.8121602011916)"
1992.0,"(1096.7495392715043, 763.0591161049049)","(296.52272321370657, 595.0953641878667)","(714.1707491266068, 121.82309940018564)"
1993.0,"(1096.8007915751468, 763.0588205243804)","(296.3040387905247, 595.2165133647422)","(714.4098953809737, 121.83398390318472)"
1994.0,"(1096.8517876172712, 763.0585264217585)","(296.08535436734286, 595.3376625416178)","(714.6478459040688, 121.84481398366879)"
1995.0,"(1096.8539901840038, 763.0473145923029)","(295.866669944161, 595.4588117184933)","(714.8846066745485, 121.85558991375044)"
1996.0,"(1096.8073989638492, 763.0251864282426)","(295.64798552097915, 595.5799608953688)","(715.1201836411758, 121.86631196418168)"
1997.0,"(1096.7120136453116, 762.9921433219934)","(295.4293010977973, 595.7011100722443)","(715.3545827229699, 121.87698040436076)"
1998.0,"(1096.5678339168176, 762.948186666505)","(295.21061667461544, 595.8222592491198)","(715.587809809355, 121.88759550233897)"
1999.0,"(1096.3748594666379, 762.8933178556097)","(294.9919322514336, 595.9434084259954)","(715.8198707603083, 121.89815752482727)"
2000.0,"(1096.1336353464217, 762.8276602298079)","(294.7732478282517, 596.0645576028709)","(716.0507714065068, 121.90866673720313)"
2001.0,"(1095.8924112262055, 762.762002604006)","(294.55456340506987, 596.1857067797464)","(716.2805175494742, 121.91912340351712)"
2002.0,"(1095.6511871059893, 762.6963449782043)","(294.335878981888, 596.3068559566219)","(716.5091149617268, 121.92952778649953)"
2003.0,"(1095.409962985773, 762.6306873524024)","(294.11719455870616, 596.4280051334974)","(716.7365693869182, 121.93988014756704)"
2004.0,"(1095.1687388655569, 762.5650297266006)","(293.8985101355243, 596.549154310373)","(716.9628865399836, 121.9501807468292)"
2005.0,"(1094.9275147453407, 762.4993721007988)","(293.67982571234245, 596.6703034872485)","(717.1880721072837, 121.96042984309506)"
2006.0,"(1094.6862906251245, 762.433714474997)","(293.4611412891606, 596.791452664124)","(717.4121317467473, 121.97062769387958)"
2007.0,"(1094.4450665049083, 762.3680568491952)","(293.24245686597874, 596.9126018409995)","(717.6350710880135, 121.98077455541018)"
2008.0,"(1094.203842384692, 762.3023992233934)","(293.0237724427969, 597.033751017875)","(717.8568957325734, 121.99087068263313)"
2009.0,"(1093.9626182644759, 762.2367415975916)","(292.805088019615, 597.1549001947506)","(718.0776112539106, 122.00091632921996)"
2010.0,"(1093.7213941442596, 762.1710839717898)","(292.5864035964332, 597.2760493716261)","(718.2972231976411, 122.01091174757386)"
2011.0,"(1093.4801700240434, 762.105426345988)","(292.3677191732513, 597.3971985485016)","(718.5157370816529, 122.02085718883599)"
2012.0,"(1093.2389459038272, 762.0397687201862)","(292.14903475006946, 597.5183477253771)","(718.7331583962447, 122.0307529028918)"
2013.0,"(1092.997721783611, 761.9741110943844)","(291.9303503268876, 597.6394969022526)","(718.9494926042635, 122.04059913837735)"
2014.0,"(1092.7564976633948, 761.9084534685826)","(291.71166590370575, 597.7606460791282)","(719.1647451412422, 122.05039614268546)"
2015.0,"(1092.5152735431786, 761.8427958427808)","(291.4929814805239, 597.8817952560037)","(719.378921415536, 122.06014416197203)"
2016.0,"(1092.2740494229624, 761.777138216979)","(291.27429705734204, 598.0029444328792)","(719.5920268084583, 122.06984344116218)"
2017.0,"(1092.0328253027462, 761.7114805911772)","(291.0556126341602, 598.1240936097547)","(719.804066674416, 122.07949422395636)"
2018.0,"(1091.79160118253, 761.6458229653754)","(290.83692821097833, 598.2452427866302)","(720.015046341044, 122.08909675283658)"
2019.0,"(1091.5503770623138, 761.5801653395736)","(290.6182437877965, 598.3663919635057)","(720.2249711093388, 122.0986512690724)"
2020.0,"(1091.3091529420976, 761.5145077137718)","(290.3995593646146, 598.4875411403813)","(720.433846253792, 122.10815801272705)"
2021.0,"(1091.0679288218814, 761.44885008797)","(290.18087494143276, 598.6086903172568)","(720.641677022523, 122.11761722266341)"
2022.0,"(1090.8267047016652, 761.3831924621682)","(289.9621905182509, 598.7298394941323)","(720.8484686374104, 122.12702913655009)"
2023.0,"(1090.585480581449, 761.3175348363663)","(289.74350609506905, 598.8509886710078)","(721.0542262942233, 122.13639399086735)"
2024.0,"(1090.3442564612328, 761.2518772105645)","(289.5248216718872, 598.9721378478833)","(721.2589551627522, 122.14571202091301)"
2025.0,"(1090.1030323410166, 761.1862195847627)","(289.30613724870534, 599.0932870247589)","(721.4626603869384, 122.15498346080844)"
2026.0,"(1089.8618082208004, 761.1205619589609)","(289.0874528255235, 599.2144362016344)","(721.6653470850038, 122.1642085435044)"
2027.0,"(1089.6205841005842, 761.0549043331591)","(288.86876840234163, 599.3355853785099)","(721.8670203495788, 122.17338750078687)"
2028.0,"(1089.379359980368, 760.9892467073573)","(288.6500839791598, 599.4567345553854)","(722.0676852478308, 122.18252056328294)"
2029.0,"(1089.1381358601518, 760.9235890815555)","(288.4313995559779, 599.577883732261)","(722.2673468215917, 122.19160796046653)"
2030.0,"(1088.8969117399356, 760.8579314557537)","(288.21271513279606, 599.6990329091365)","(722.4660100874837, 122.20064992066419)"
2031.0,"(1088.6556876197194, 760.7922738299519)","(287.9940307096142, 599.820182086012)","(722.6636800370463, 122.20964667106087)"
2032.0,"(1088.4144634995032, 760.7266162041501)","(287.77534628643235, 599.9413312628875)","(722.8603616368611, 122.21859843770557)"
2033.0,"(1088.173239379287, 760.6609585783483)","(287.5566618632505, 600.062480439763)","(723.0560598286768, 122.22750544551704)"
2034.0,"(1087.9320152590708, 760.5953009525465)","(287.33797744006864, 600.1836296166385)","(723.2507795295334, 122.23636791828946)"
2035.0,"(1087.6907911388546, 760.5296433267447)","(287.1192930168868, 600.3047787935141)","(723.4445256318857, 122.24518607869801)"
2036.0,"(1087.4495670186384, 760.4639857009429)","(286.90060859370493, 600.4259279703896)","(723.6373030037262, 122.25396014830453)"
2037.0,"(1087.2083428984222, 760.3983280751411)","(286.6819241705231, 600.5470771472651)","(723.8291164887075, 122.26269034756301)"
2038.0,"(1086.967118778206, 760.3326704493393)","(286.4632397473412, 600.6682263241406)","(724.019970906264, 122.2713768958252)"
2039.0,"(1086.7258946579898, 760.2670128235375)","(286.24455532415936, 600.7893755010161)","(724.2098710517326, 122.28002001134607)"
2040.0,"(1086.4846705377736, 760.2013551977357)","(286.0258709009775, 600.9105246778917)","(724.398821696474, 122.28861991128933)"
2041.0,"(1086.2434464175574, 760.1356975719339)","(285.80718647779565, 601.0316738547672)","(724.5868275879916, 122.29717681173288)"
2042.0,"(1086.0022222973412, 760.070039946132)","(285.5885020546138, 601.1528230316427)","(724.7738934500517, 122.30569092767422)"
