time,position 0,position 1,position 2,position 3,position 4,position 5,position 6,position 7,position 8,position 9,position 10,position 11,position 12,position 13,position 14,position 15,position 16,position 17,position 18,position 19,position 20,position 21,position 22,position 23,position 24,position 25,position 26,position 27,position 28,position 29,position 30,position 31,position 32,position 33,position 34,position 35,position 36,position 37,position 38,position 39,position 40,position 41,position 42,position 43,position 44,position 45,position 46,position 47,position 48,position 49
1874.0,"(304.71661859809376, 289.52142162562353)","(505.71135928783826, 211.40256705278352)","(225.38618804744883, 209.65017012101416)","(149.43888702843594, 424.9065060226998)","(300.6931991534247, 340.1272438715944)","(212.5806921997776, 144.54187285244836)","(407.3935451730091, 358.96954456831213)","(120.7889756942849, 135.50740586467694)","(758.0449583249895, 35.06835904307398)","(486.91499027195454, 343.03682385587445)","(557.4401349767702, 401.93345954208723)","(313.1124008980202, 383.45539780000945)","(201.1894268036412, 373.6505244645389)","(316.5176330744038, 218.2162044447442)","(360.59216304257376, 131.1876764613694)","(415.9314329835056, 257.572069431954)","(229.93528960149294, 108.78836858584788)","(224.87695222006593, 189.81794584854575)","(524.0882735864647, 165.90255901940085)","(464.7595123992213, 251.82114296816778)","(257.6818489829722, 464.7139411789972)","(53.78971699686615, 215.9103981356454)","(202.36314624279524, 271.4557495013147)","(598.9713927877848, 329.80639282198575)","(579.3090006421046, 293.241141926741)","(204.56254538966675, 122.48772330783294)","(511.6023550259901, 270.8126544199308)","(666.0818739891328, 306.27149090724095)","(629.4338050341862, 200.5462267413279)","(660.2747343932791, 148.69112550784808)","(347.65790911566137, 332.16392816095816)","(195.91359027954056, 387.0721499183561)","(326.22220154948735, 138.60317545760734)","(315.91833452064594, 331.6507491994162)","(420.96748532628436, 363.27727411801715)","(114.62043123299823, 280.1799858493212)","(433.3266335030706, 199.9809668154453)","(512.5048439091242, 279.29588702033067)","(177.7278273208381, 377.24977285882136)","(250.7313060092445, 201.58216348524988)","(359.0380990933989, 255.42327063967258)","(513.4470506611765, 378.996669032211)","(211.72943575346278, 338.4345967361884)","(217.42143018643497, 305.0593433186287)","(263.0138568674718, 286.7339876674734)","(481.69173320697286, 265.4566071320542)","(467.0919482494671, 396.03600073461484)","(535.4460199264304, 404.9900080850312)","(486.2941516475511, 434.8433565668759)","(99.45617917868425, 63.01602742914802)"
1875.0,"(304.90190020047766, 289.68926300257823)","(505.8159645883194, 211.17550377721645)","(225.2303013035155, 209.4547236499131)","(149.68809767722803, 424.8866552663255)","(300.9358893521118, 340.06723164399693)","(212.46999259527243, 144.7660281503166)","(407.1898318612404, 358.82462774179356)","(120.73003081581348, 135.46486883535354)","(757.7976306791719, 35.10481498380133)","(486.6775074545877, 343.11493858851514)","(557.5479343018864, 401.9737922443768)","(313.36219821720766, 383.46546255667596)","(201.42031687061785, 373.55466114010494)","(316.3406216538865, 218.39274610273586)","(360.4537516093768, 130.97948838495682)","(415.7198063616878, 257.7051640334147)","(230.02061315348547, 108.76442674291864)","(225.0889576134809, 189.95043627522998)","(523.8646035190802, 165.79088224940716)","(464.5108865138648, 251.7949672326345)","(257.4340812197466, 464.7472748782545)","(53.76095229669195, 216.15873780630616)","(202.4844434526174, 271.23714715254107)","(599.0065358238459, 329.79736085787584)","(579.2110748024536, 293.2614034649019)","(204.33130205864853, 122.39271529838325)","(511.5045842725434, 270.5825655680269)","(666.3300140946382, 306.3019291732853)","(629.5266360090153, 200.40849560762126)","(660.2883607213128, 148.66266988030884)","(347.43665314354814, 332.28031456396224)","(195.74921565686066, 387.2605138836436)","(326.3873205088865, 138.79088728261297)","(316.1126567817579, 331.4934632851189)","(421.03355862775396, 363.0361635234077)","(114.74283841468997, 279.96200309342)","(433.57649056162336, 199.9725139880272)","(512.2557368610854, 279.31699812208694)","(177.5291881842339, 377.3535239945273)","(250.90976364882277, 201.40708387228437)","(359.2020700460486, 255.23455517478658)","(513.219913709922, 379.10111425888425)","(211.96792799937427, 338.5095730567176)","(217.4693230355028, 305.06404660203555)","(262.96210353384015, 286.4894031371817)","(481.5996871261547, 265.6890453367582)","(466.85035999860935, 395.9716958588473)","(535.2000425083215, 404.94534143325933)","(486.0463193387957, 434.87620693577753)","(99.68733962350143, 63.111236928421604)"
1876.0,"(305.08718180286155, 289.8571043795329)","(505.92056988880057, 210.94844050164937)","(225.07441455958212, 209.25927717881203)","(149.93730832602012, 424.8668045099512)","(301.17857955079893, 340.00721941639944)","(212.35929299076727, 144.99018344818484)","(406.9861185494717, 358.679710915275)","(120.67138066173442, 135.42254449117678)","(757.5503030333543, 35.14127092452868)","(486.4400246372209, 343.19305332115584)","(557.655194630377, 402.0139232831549)","(313.6119955363951, 383.47552731334247)","(201.6512069375945, 373.458797815671)","(316.1636102333692, 218.56928776072752)","(360.31534017617986, 130.77130030854426)","(415.50817973987, 257.8382586348754)","(230.10551008771805, 108.74060460920406)","(225.30096300689584, 190.0829267019142)","(523.6409334516958, 165.67920547941347)","(464.26226062850833, 251.7687914971012)","(257.18631345652096, 464.78060857751177)","(53.732187596517754, 216.40707747696692)","(202.60574066243956, 271.01854480376744)","(599.0415031447267, 329.78837405358644)","(579.063177592701, 293.2833567980176)","(204.1000587276303, 122.29770728893357)","(511.4068135190967, 270.35247671612296)","(666.5781542001436, 306.3323674393297)","(629.6190028289702, 200.27145312958316)","(660.3019189177062, 148.6343565309073)","(347.2153971714349, 332.3967009669663)","(195.58484103418076, 387.44887784893115)","(326.5524394682856, 138.9785991076186)","(316.30697904286984, 331.33617737082153)","(421.09963192922356, 362.79505292879827)","(114.86524559638171, 279.74402033751875)","(433.82634762017614, 199.96406116060913)","(512.0066298130466, 279.3381092238432)","(177.33154224331273, 377.45675637455463)","(251.08822128840106, 201.23200425931887)","(359.36604099869834, 255.04583970990058)","(512.9927767586676, 379.2055594855575)","(212.20642024528576, 338.58454937724684)","(217.5169764203253, 305.06872636902534)","(262.9103502002085, 286.24481860688996)","(481.5076410453366, 265.92148354146224)","(466.6087717477516, 395.9073909830797)","(534.9540650902127, 404.90067478148745)","(485.7984870300403, 434.90905730467915)","(99.91850006831861, 63.20644642769519)"
1877.0,"(305.27246340524545, 290.0249457564876)","(506.0251751892817, 210.7213772260823)","(224.91852781564876, 209.06383070771096)","(150.1865189748122, 424.8469537535769)","(301.42126974948604, 339.947207188802)","(212.24859338626212, 145.21433874605307)","(406.782405237703, 358.53479408875637)","(120.61302375842574, 135.38043176872088)","(757.3029753875368, 35.177726865256034)","(486.2025418198541, 343.27116805379654)","(557.7619186572251, 402.05385366673914)","(313.86179285558256, 383.485592070009)","(201.88209700457116, 373.36293449123707)","(315.98659881285187, 218.74582941871918)","(360.1769287429829, 130.5631122321317)","(415.2965531180522, 257.9713532363361)","(230.18998253727946, 108.71690158615803)","(225.5129684003108, 190.21541712859843)","(523.4172633843114, 165.56752870941978)","(464.01363474315184, 251.74261576156792)","(256.93854569329534, 464.81394227676907)","(53.703422896343554, 216.65541714762767)","(202.72703787226172, 270.7999424549938)","(599.0762956290031, 329.77943218331853)","(578.8653089339158, 293.30699959305497)","(203.8688153966121, 122.20269927948388)","(511.30904276565, 270.12238786421904)","(666.826294305649, 306.36280570537406)","(629.7109078148254, 200.13509586393525)","(660.3154093231177, 148.60618474825276)","(346.9941411993217, 332.5130873699704)","(195.42046641150085, 387.63724181421867)","(326.71755842768476, 139.16631093262424)","(316.5013013039818, 331.1788914565242)","(421.16570523069316, 362.55394233418883)","(114.98765277807345, 279.5260375816175)","(434.0762046787289, 199.95560833319104)","(511.75752276500776, 279.3592203255995)","(177.13488453209615, 377.55947259268186)","(251.26667892797934, 201.05692464635337)","(359.53001195134806, 254.85712424501457)","(512.7656398074131, 379.31000471223075)","(212.44491249119724, 338.6595256977761)","(217.56439153822367, 305.0733827371802)","(262.8585968665768, 286.00023407659825)","(481.41559496451845, 266.15392174616625)","(466.3671834968938, 395.84308610731216)","(534.7080876721038, 404.8560081297156)","(485.5506547212849, 434.9419076735808)","(100.14966051313579, 63.30165592696878)"
1878.0,"(305.45774500762934, 290.1927871334423)","(506.1297804897629, 210.49431395051522)","(224.76264107171542, 208.8683842366099)","(150.4357296236043, 424.8271029972026)","(301.66395994817316, 339.8871949612045)","(212.13789378175696, 145.4384940439213)","(406.5786919259343, 358.3898772622378)","(120.55495863963361, 135.33852960987727)","(757.0556477417192, 35.214182805983384)","(485.9650590024873, 343.34928278643724)","(557.868109063939, 402.0935843984054)","(314.11159017477, 383.4956568266755)","(202.11298707154782, 373.26707116680313)","(315.80958739233455, 218.92237107671085)","(360.03851730978596, 130.35492415571912)","(415.0849264962344, 258.1044478377968)","(230.27403262459308, 108.69331707822724)","(225.72497379372575, 190.34790755528266)","(523.1935933169269, 165.45585193942608)","(463.76500885779535, 251.71644002603463)","(256.6907779300697, 464.84727597602637)","(53.67465819616936, 216.90375681828843)","(202.84833508208388, 270.5813401062202)","(599.1109141508581, 329.77053502240193)","(578.6174687472005, 293.33232951474116)","(203.63757206559387, 122.1076912700342)","(511.2112720122033, 269.8922990123151)","(667.0744344111544, 306.3932439714184)","(629.8023532757513, 199.99942038461558)","(660.3288322765021, 148.5781538245115)","(346.77288522720846, 332.62947377297445)","(195.25609178882095, 387.8256057795062)","(326.8826773870839, 139.35402275762988)","(316.69562356509374, 331.02160554222684)","(421.23177853216276, 362.3128317395794)","(115.1100599597652, 279.3080548257163)","(434.3260617372817, 199.94715550577297)","(511.5084157169689, 279.38033142735577)","(176.93921010943566, 377.66167522971847)","(251.44513656755763, 200.88184503338786)","(359.6939829039978, 254.66840878012857)","(512.5385028561586, 379.414449938904)","(212.68340473710873, 338.7345020183053)","(217.61156958053255, 305.0780158234943)","(262.80684353294515, 285.75564954630653)","(481.3235488837003, 266.38635995087026)","(466.125595246036, 395.7787812315446)","(534.462110253995, 404.8113414779437)","(485.3028224125295, 434.9747580424824)","(100.38082095795296, 63.396865426242364)"
1879.0,"(305.64302661001324, 290.360628510397)","(506.234385790244, 210.26725067494814)","(224.60675432778206, 208.67293776550883)","(150.68494027239637, 424.8072522408283)","(301.9066501468603, 339.82718273360706)","(212.0271941772518, 145.66264934178955)","(406.3749786141656, 358.24496043571924)","(120.49718384643545, 135.2968369618279)","(756.8083200959016, 35.250638746710734)","(485.7275761851205, 343.42739751907794)","(557.9737685186193, 402.1331164764134)","(314.36138749395747, 383.505721583342)","(202.34387713852448, 373.1712078423692)","(315.63257597181723, 219.0989127347025)","(359.900105876589, 130.14673607930655)","(414.8732998744166, 258.2375424392575)","(230.3576624614701, 108.6698504928361)","(225.9369791871407, 190.4803979819669)","(522.9699232495425, 165.3441751694324)","(463.51638297243886, 251.69026429050135)","(256.4430101668441, 464.88060967528367)","(53.64589349599516, 217.15209648894918)","(202.96963229190604, 270.36273775744655)","(599.1118605323497, 329.79859982792857)","(578.3687582574028, 293.35768877862205)","(203.40632873457565, 122.01268326058451)","(511.1135012587566, 269.6622101604112)","(667.3225745166598, 306.4236822374628)","(629.8933415093726, 199.86442328269248)","(660.3421881151196, 148.55026305538894)","(346.55162925509524, 332.7458601759785)","(195.09171716614105, 388.0139697447937)","(327.04779634648304, 139.5417345826355)","(316.8899458262057, 330.8643196279295)","(421.29785183363236, 362.07172114496996)","(115.23246714145694, 279.09007206981505)","(434.57591879583447, 199.93870267835487)","(511.25930866893003, 279.40144252911205)","(176.74451405888848, 377.7633668535699)","(251.62291088471983, 200.70743580822094)","(359.8579538566475, 254.47969331524257)","(512.3113659049042, 379.51889516557725)","(212.92189698302022, 338.80947833883454)","(217.65851173262988, 305.0826257443768)","(262.7550901993135, 285.5110650160148)","(481.2315028028822, 266.61879815557427)","(465.88400699517825, 395.71447635577704)","(534.2161328358861, 404.7666748261718)","(485.0549901037741, 435.007608411384)","(100.61198140277014, 63.49207492551595)"
1880.0,"(305.82830821239713, 290.5284698873517)","(506.3389910907252, 210.04018739938107)","(224.45086758384872, 208.47749129440777)","(150.93415092118846, 424.787401484454)","(302.1493403455474, 339.76717050600956)","(211.91649457274664, 145.88680463965778)","(406.17126530239693, 358.10004360920067)","(120.43969792720327, 135.25535277701874)","(756.5609924500841, 35.287094687438085)","(485.4900933677537, 343.50551225171864)","(558.0788996760263, 402.17245089403133)","(314.6111848131449, 383.5157863400085)","(202.57476720550113, 373.07534451793526)","(315.4555645512999, 219.27545439269417)","(359.76169444339206, 129.93854800289398)","(414.6616732525988, 258.3706370407182)","(230.44087414916277, 108.64650124037192)","(226.14898458055566, 190.61288840865112)","(522.7462531821581, 165.2324983994387)","(463.2677570870824, 251.66408855496806)","(256.19524240361847, 464.91394337454096)","(53.61712879582096, 217.40043615960994)","(203.0909295017282, 270.1441354086729)","(599.0791257514344, 329.8636183788529)","(578.120047767605, 293.38304804250294)","(203.17508540355743, 121.91767525113482)","(511.01573050530993, 269.43212130850725)","(667.5707146221652, 306.45412050350717)","(629.9838748018258, 199.730101166279)","(660.355477174544, 148.52251174011198)","(346.330373282982, 332.8622465789826)","(194.92734254346115, 388.20233371008123)","(327.2129153058822, 139.72944640764115)","(317.08426808731764, 330.70703371363214)","(421.36392513510197, 361.8306105503605)","(115.35487432314868, 278.8720893139138)","(434.82577585438725, 199.9302498509368)","(511.01020162089117, 279.4225536308683)","(176.55079148859403, 377.86455001930204)","(251.79979633029623, 200.53389862917984)","(360.0219248092972, 254.29097785035657)","(512.0842289536497, 379.6233403922505)","(213.1603892289317, 338.88445465936377)","(217.70521917396673, 305.0872126156549)","(262.7033368656818, 285.2664804857231)","(481.13945672206404, 266.8512363602783)","(465.6424187443205, 395.6501714800095)","(533.9701554177773, 404.72200817439995)","(484.8071577950187, 435.04045878028563)","(100.84314184758732, 63.58728442478954)"
1881.0,"(306.013589814781, 290.6963112643064)","(506.44359639120637, 209.813124123814)","(224.29498083991535, 208.2820448233067)","(151.18336156998055, 424.7675507280797)","(302.3920305442345, 339.7071582784121)","(211.80579496824149, 146.11095993752602)","(405.96755199062824, 357.9551267826821)","(120.38249943756725, 135.21407601313365)","(756.3136648042665, 35.323550628165435)","(485.25261055038686, 343.58362698435934)","(558.1835051776461, 402.21158863956117)","(314.86098213233237, 383.525851096675)","(202.8056572724778, 372.97948119350133)","(315.2785531307826, 219.45199605068584)","(359.6232830101951, 129.7303599264814)","(414.450046630781, 258.5037316421789)","(230.52366977841695, 108.62326873417005)","(226.36098997397062, 190.74537883533534)","(522.5225831147736, 165.120821629445)","(463.0191312017259, 251.63791281943477)","(255.94747464039284, 464.94727707379826)","(53.58836409564676, 217.6487758302707)","(203.21222671155036, 269.9255330598993)","(599.0127007777912, 329.96558244254885)","(577.8713372778072, 293.4084073063838)","(202.9438420725392, 121.82266724168514)","(510.91795975186324, 269.2020324566033)","(667.8188547276706, 306.48455876955154)","(630.0739554278166, 199.59645066044763)","(660.3686997886713, 148.49489918141143)","(346.1091173108688, 332.97863298198666)","(194.76296792078125, 388.39069767536876)","(327.3780342652813, 139.91715823264678)","(317.2785903484296, 330.5497477993348)","(421.42999843657157, 361.5894999557511)","(115.47728150484042, 278.6541065580126)","(435.07563291294, 199.9217970235187)","(510.7610945728523, 279.4436647326246)","(176.35803753115107, 377.9652272692055)","(251.97579734864476, 200.36122913603396)","(360.18589576194694, 254.10226238547057)","(511.85709200239523, 379.72778561892375)","(213.3988814748432, 338.959430979893)","(217.75169307809688, 305.0917765525766)","(262.65158353205015, 285.0218959554314)","(481.0474106412459, 267.0836745649823)","(465.4008304934627, 395.5858666042419)","(533.7241779996684, 404.67734152262807)","(484.55932548626333, 435.07330914918725)","(101.0743022924045, 63.682493924063124)"
1882.0,"(306.1988714171649, 290.8641526412611)","(506.5482016916875, 209.58606084824692)","(224.139094095982, 208.08659835220564)","(151.43257221877263, 424.7476999717054)","(302.6347207429216, 339.6471460508146)","(211.69509536373633, 146.33511523539426)","(405.76383867885954, 357.8102099561635)","(120.32558694037941, 135.173005633068)","(756.066337158449, 35.360006568892786)","(485.01512773302005, 343.66174171700004)","(558.2875876517579, 402.25053069636334)","(315.1107794515198, 383.5359158533415)","(203.03654733945444, 372.8836178690674)","(315.1015417102653, 219.6285377086775)","(359.48487157699816, 129.52217185006884)","(414.2384200089632, 258.6368262436396)","(230.60605142952485, 108.6001523904992)","(226.57299536738557, 190.87786926201957)","(522.2989130473892, 165.0091448594513)","(462.7705053163694, 251.6117370839015)","(255.69970687716722, 464.98061077305556)","(53.55959939547257, 217.89711550093145)","(203.33352392137252, 269.70693071112566)","(598.912576561567, 330.1044837645278)","(577.6226267880095, 293.4337665702647)","(202.712598741521, 121.72765923223545)","(510.82018899841654, 268.9719436046994)","(668.066994833176, 306.5149970355959)","(630.1635856506775, 199.4634684071454)","(660.3818562897279, 148.46742468550437)","(345.88786133875556, 333.09501938499074)","(194.59859329810135, 388.5790616406563)","(327.54315322468045, 140.10487005765242)","(317.47291260954154, 330.39246188503745)","(421.49607173804117, 361.34838936114164)","(115.59968868653216, 278.43612380211135)","(435.3254899714928, 199.91334419610064)","(510.51198752481343, 279.4647758343809)","(176.16624734349531, 378.0654011328595)","(252.15091836190155, 200.1894229903538)","(360.34986671459666, 253.91354692058457)","(511.62995505114077, 379.832230845597)","(213.63737372075468, 339.03440730042223)","(217.7979346127064, 305.09631766981374)","(262.5998301984185, 284.77731142513966)","(480.95536456042777, 267.3161127696863)","(465.15924224260493, 395.52156172847435)","(533.4782005815596, 404.6326748708562)","(484.31149317750794, 435.1061595180889)","(101.30546273722167, 63.77770342333671)"
1883.0,"(306.3841530195488, 291.0319940182158)","(506.6528069921687, 209.35899757267984)","(223.98320735204865, 207.89115188110458)","(151.68178286756472, 424.7278492153311)","(302.87741094160873, 339.5871338232172)","(211.58439575923117, 146.5592705332625)","(405.56012536709085, 357.6652931296449)","(120.26895900567752, 135.13214060490265)","(755.8190095126314, 35.396462509620136)","(484.77764491565324, 343.73985644964074)","(558.3911497134991, 402.2892780428815)","(315.36057677070727, 383.54598061000803)","(203.2674374064311, 372.78775454463346)","(314.92453028974796, 219.80507936666916)","(359.3464601438012, 129.31398377365628)","(414.0267933871454, 258.7699208451003)","(230.68802117237723, 108.5771516285467)","(226.78500076080053, 191.0103596887038)","(522.0752429800048, 164.89746808945762)","(462.5218794310129, 251.5855613483682)","(255.4519391139416, 465.01394447231286)","(53.53083469529837, 218.1454551715922)","(203.45482113119468, 269.48832836235204)","(598.7787440220108, 330.28031405803506)","(577.3739162982117, 293.4591258341456)","(202.48135541050277, 121.63265122278577)","(510.72241824496984, 268.74185475279546)","(668.3151349386814, 306.5454353016403)","(630.2527677224241, 199.33115106510968)","(660.3949470082792, 148.44008756207685)","(345.66660536664233, 333.2114057879948)","(194.43421867542145, 388.7674256059438)","(327.7082721840796, 140.29258188265806)","(317.6672348706535, 330.2351759707401)","(421.56214503951077, 361.1072787665322)","(115.7220958682239, 278.2181410462101)","(435.5753470300456, 199.90489136868254)","(510.26288047677457, 279.48588693613715)","(175.97541610677783, 378.1650741271952)","(252.32516377009205, 200.01847587540203)","(360.5138376672464, 253.72483145569856)","(511.4028180998863, 379.93667607227025)","(213.87586596666617, 339.10938362095146)","(217.84394493964288, 305.10083608146465)","(262.5480768647868, 284.53272689484794)","(480.86331847960963, 267.5485509743903)","(464.91765399174716, 395.4572568527068)","(533.2322231634507, 404.5880082190843)","(484.06366086875255, 435.1390098869905)","(101.53662318203885, 63.8729129226103)"
1884.0,"(306.5694346219327, 291.1998353951705)","(506.7574122926498, 209.13193429711276)","(223.82732060811531, 207.6957054100035)","(151.9309935163568, 424.7079984589568)","(303.12010114029584, 339.5271215956197)","(211.473696154726, 146.78342583113073)","(405.35641205532215, 357.52037630312634)","(120.21261421064912, 135.09147990187813)","(755.5716818668138, 35.432918450347486)","(484.54016209828643, 343.81797118228144)","(558.4941939649316, 402.3278316526671)","(315.6103740898947, 383.55604536667454)","(203.49832747340776, 372.6918912201995)","(314.74751886923065, 219.98162102466083)","(359.20804871060426, 129.1057956972437)","(413.8151667653276, 258.90301544656097)","(230.76958106651534, 108.55426587040397)","(226.99700615421548, 191.14285011538803)","(521.8515729126203, 164.78579131946393)","(462.2732535456564, 251.55938561283492)","(255.20417135071597, 465.04727817157016)","(53.502069995124174, 218.39379484225296)","(203.57611834101684, 269.2697260135784)","(598.6252652087292, 330.4776570434023)","(577.3249568943006, 293.46927358112083)","(202.25011207948455, 121.53764321333608)","(510.62464749152315, 268.51176590089153)","(668.5632750441868, 306.57587356768465)","(630.3415038838119, 199.19949530978414)","(660.4079722732379, 148.41288712426646)","(345.4453493945291, 333.3277921909989)","(194.26984405274155, 388.9557895712313)","(327.8733911434787, 140.4802937076637)","(317.86155713176544, 330.07789005644275)","(421.62821834098037, 360.86616817192277)","(115.84450304991564, 278.0001582903089)","(435.82520408859835, 199.89643854126444)","(510.0137734287357, 279.5069980378934)","(175.78553902624395, 378.26424875655925)","(252.4985379512416, 199.848383496025)","(360.6778086198961, 253.53611599081256)","(511.17568114863184, 380.0411212989435)","(214.11435821257766, 339.1843599414807)","(217.88972521494466, 305.1053319010573)","(262.49632353115516, 284.2881423645562)","(480.7712723987915, 267.7809891790943)","(464.6760657408894, 395.39295197693923)","(532.9862457453419, 404.54334156731244)","(483.81582855999716, 435.1718602558921)","(101.76778362685603, 63.96812242188388)"
1885.0,"(306.7547162243166, 291.3676767721252)","(506.862017593131, 208.9048710215457)","(223.67143386418195, 207.50025893890245)","(152.1802041651489, 424.6881477025825)","(303.36279133898296, 339.46710936802225)","(211.36299655022086, 147.00758112899896)","(405.15269874355346, 357.3754594766077)","(120.15655113959588, 135.05102250236874)","(755.3243542209963, 35.46937439107484)","(484.3026792809196, 343.89608591492214)","(558.5967229951069, 402.3661924944038)","(315.86017140908217, 383.56611012334105)","(203.7292175403844, 372.5960278957656)","(314.57050744871333, 220.1581626826525)","(359.0696372774073, 128.89760762083114)","(413.6035401435098, 259.03611004802167)","(230.85073316118277, 108.53149454105194)","(227.20901154763044, 191.27534054207226)","(521.6279028452359, 164.67411454947023)","(462.0246276602999, 251.53320987730163)","(254.95640358749034, 465.08061187082745)","(53.473305294949974, 218.6421345129137)","(203.697415550839, 269.0511236648048)","(598.4717863954476, 330.67500002876955)","(577.2270380864785, 293.4895690750713)","(202.01886874846633, 121.4426352038864)","(510.52687673807645, 268.2816770489876)","(668.6129030652878, 306.5819612208935)","(630.4297963643928, 199.06849783323523)","(660.4209324118717, 148.38582268864513)","(345.2240934224159, 333.44417859400295)","(194.10546943006165, 389.14415353651884)","(328.03851010287786, 140.66800553266933)","(318.0558793928774, 329.9206041421454)","(421.69429164244997, 360.6250575773133)","(115.96691023160739, 277.78217553440766)","(436.07506114715113, 199.88798571384638)","(509.76466638069684, 279.5281091396497)","(175.59661133111274, 378.3629275127765)","(252.67104526148538, 199.6791415785449)","(360.8417795725458, 253.34740052592656)","(510.9485441973774, 380.14556652561674)","(214.35285045848914, 339.2593362620099)","(217.93527658886993, 305.109805241552)","(262.4445701975235, 284.0435578342645)","(480.67922631797336, 268.01342738379833)","(464.4344774900316, 395.32864710117167)","(532.740268327233, 404.49867491554056)","(483.56799625124177, 435.20471062479373)","(101.99894407167321, 64.06333192115747)"
1886.0,"(306.9399978267005, 291.5355181490799)","(506.9666228936121, 208.6778077459786)","(223.51554712024858, 207.30481246780138)","(152.42941481394098, 424.6682969462082)","(303.6054815376701, 339.40709714042475)","(211.2522969457157, 147.2317364268672)","(404.94898543178476, 357.23054265008915)","(120.1007683838979, 135.01076738985688)","(755.0770265751787, 35.50583033180219)","(484.0651964635528, 343.97420064756284)","(558.6987393801314, 402.4043615319318)","(316.1099687282696, 383.57617488000756)","(203.96010760736107, 372.50016457133165)","(314.393496028196, 220.33470434064415)","(358.93122584421036, 128.68941954441857)","(413.391913521692, 259.16920464948237)","(230.93147949537686, 108.50883706834668)","(227.4210169410454, 191.40783096875649)","(521.4042327778515, 164.56243777947654)","(461.77600177494344, 251.50703414176834)","(254.70863582426472, 465.11394557008475)","(53.44454059477577, 218.89047418357447)","(203.81871276066116, 268.83252131603115)","(598.318307582166, 330.8723430141368)","(577.0801598747453, 293.520012315997)","(201.7876254174481, 121.34762719443671)","(510.42910598462976, 268.0515881970837)","(668.7121591074899, 306.59413652731126)","(630.5176473825709, 198.93815534406906)","(660.4338277498124, 148.3588935752019)","(345.00283745030265, 333.560564997007)","(193.94109480738175, 389.33251750180636)","(328.203629062277, 140.85571735767496)","(318.25020165398934, 329.76331822784806)","(421.76036494391957, 360.3839469827039)","(116.08931741329913, 277.5641927785064)","(436.3249182057039, 199.87953288642828)","(509.515559332658, 279.549220241406)","(175.4086282744572, 378.4611128752126)","(252.84269003517795, 199.51074587065216)","(361.00575052519554, 253.15868506104056)","(510.7214072461229, 380.25001175229)","(214.59134270440063, 339.33431258253916)","(217.98060020592558, 305.11425621534426)","(262.3928168638918, 283.7989733039728)","(480.5871802371552, 268.24586558850234)","(464.19288923917384, 395.2643422254041)","(532.4942909091242, 404.4540082637687)","(483.3201639424864, 435.23756099369535)","(102.23010451649039, 64.15854142043106)"
1887.0,"(307.1252794290844, 291.7033595260346)","(507.0712281940933, 208.45074447041154)","(223.35966037631525, 207.10936599670032)","(152.67862546273307, 424.6484461898339)","(303.8481717363572, 339.34708491282726)","(211.14159734121054, 147.45589172473544)","(404.74527212001607, 357.0856258235706)","(120.04526454197841, 134.9707135529076)","(754.8296989293611, 35.54228627252954)","(483.827713646186, 344.05231538020354)","(558.8002456832307, 402.44233972427213)","(316.3597660474571, 383.58623963667407)","(204.19099767433772, 372.4043012468977)","(314.2164846076787, 220.51124599863581)","(358.7928144110134, 128.481231468006)","(413.1802868998742, 259.30229925094307)","(231.01182209789997, 108.48629288300495)","(227.63302233446035, 191.5403213954407)","(521.180562710467, 164.45076100948285)","(461.52737588958695, 251.48085840623506)","(254.4608680610391, 465.14727926934205)","(53.41577589460157, 219.13881385423522)","(203.94000997048332, 268.6139189672575)","(598.1648287688844, 331.06968599950403)","(576.884322259101, 293.56060330389795)","(201.5563820864299, 121.25261918498703)","(510.33133523118306, 267.82149934517975)","(668.7614152873263, 306.6064291512706)","(630.6050591456581, 198.80846456734872)","(660.4466586110633, 148.3320991073259)","(344.7815814781894, 333.6769514000111)","(193.77672018470184, 389.5208814670939)","(328.36874802167614, 141.0434291826806)","(318.4445239151013, 329.6060323135507)","(421.82643824538917, 360.14283638809445)","(116.21172459499087, 277.3462100226052)","(436.5747752642567, 199.8710800590102)","(509.2664522846191, 279.57033134316225)","(175.2215851330849, 378.5588073108366)","(253.01347658500205, 199.34319214129889)","(361.16972147784526, 252.96996959615456)","(510.49427029486844, 380.35445697896324)","(214.82983495031212, 339.4092889030684)","(218.02569720489595, 305.11868493426755)","(262.34106353026016, 283.55438877368107)","(480.4951341563371, 268.47830379320635)","(463.95130098831606, 395.20003734963655)","(532.2483134910153, 404.4093416119968)","(483.36443913123395, 435.2143293845956)","(102.46126496130756, 64.25375091970466)"
